observation_id,signal_id,observed_at,views,likes,comments,shares,saves,search_rank,trend_rank,velocity_1h,velocity_6h,sentiment_th,comment_themes_th,raw_snapshot_json,observer_agent
obs-shopee-phone-waterproof-pouch-budget-20260605-r5,shopee-phone-waterproof-pouch-budget-20260605,2026-06-05T11:03:22+07:00,,,,,,,,,,neutral,fresh search recheck still shows the 99 baht phone-pouch floor for rainy commute,"{""source_url"":""https://shopee.co.th/-%E0%B8%A5%E0%B8%94%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B7%E0%B8%AD-99-Waterproof-Phone-Pouch-%E0%B8%8B%E0%B8%AD%E0%B8%87%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B8%8B%E0%B8%AD%E0%B8%87%E0%B9%83%E0%B8%AA%E0%B9%88%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%96%E0%B%B7%E0%B8%AD-%E0%B8%8B%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%9E%E0%B9%8C-%E0%B8%A5%E0%B9%87%E0%B8%AD%E0%B8%81-3-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-%E0%B8%96%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B8%AA%E0%B9%81%E0%B8%81%E0%B8%99%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%89-i.1003025970.25543882447"",""published"":""2026-06-05"",""headline"":""[ลดเหลือ 99] Waterproof Phone Pouch ซองกันน้ำ ซองใส่มือถือ ซองโทรศัพท์ ล็อก 3 ชั้น ถ่ายรูปได้ สแกนใบหน้าได้"",""key_fact"":""public listing still shows visible 99 baht floor and commuter-friendly feature claims"",""use_case"":""phone protection for rain commute"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-tmd-heavy-rain-20260605-r7,tmd-heavy-rain-commute-20260605,2026-06-05T12:03:27+07:00,,,,,,,,,,cautious,latest TMD page still shows Bangkok and vicinity thunderstorm risk with heavy rain pockets,"{""source_url"":""https://www.tmd.go.th/weather/weatherthailand"",""published"":""2026-06-05"",""headline"":""กรมอุตุนิยมวิทยา | พยากรณ์อากาศทั่วประเทศ"",""key_fact"":""daily forecast at 05 Jun 2026 12:00 still shows Bangkok and surrounding areas with 60% thunderstorms and some heavy rain"",""use_case"":""commute protection"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-shopee-backpack-rain-cover-20260605-r4,shopee-backpack-rain-cover-category-20260605,2026-06-05T12:03:27+07:00,,,,,,,,,,neutral,latest Shopee backpack rain-cover search still shows a live low-price floor and multiple size options,"{""source_url"":""https://shopee.co.th/list/%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%9B%E0%B9%89%E0%B8%B2%E0%B9%80%E0%B8%9B%E0%B9%89%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3/%E0%B8%96%E0%B8%B8%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B8%E0%B8%A1"",""published"":""2026-06-05"",""headline"":""Shopee Thailand backpack rain-cover category search"",""key_fact"":""today's search result shows TravelGear24 backpack rain cover at ฿99 and another listing at ฿290, with 35L/60L sizing visible"",""use_case"":""commute protection"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-shopee-phone-waterproof-pouch-budget-20260605-r6,shopee-phone-waterproof-pouch-budget-20260605,2026-06-05T12:03:27+07:00,,,,,,,,,,neutral,latest Shopee phone-pouch search still shows the visible 99 baht floor and phone-friendly feature claims,"{""source_url"":""https://shopee.co.th/-%E0%B8%A5%E0%B8%94%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B%B7%E0%B8%AD-99-Waterproof-Phone-Pouch-%E0%B8%8B%E0%B8%AD%E0%B8%87%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B8%8B%E0%B8%AD%E0%B8%87%E0%B9%83%E0%B8%AA%E0%B9%88%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%96%E0%B8%B7%E0%B8%AD-%E0%B8%8B%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%97%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%9E%E0%B9%8C-%E0%B8%A5%E0%B9%87%E0%B8%AD%E0%B8%81-3-%E0%B8%8A%E0%B8%B1%E0%B9%89%E0%B8%99-%E0%B8%96%E0%B9%88%E0%B8%B2%E0%B8%A2%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B8%AA%E0%B9%81%E0%B8%81%E0%B8%99%E0%B9%83%E0%B8%9A%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%89-i.1003025970.25543882447"",""published"":""2026-06-05"",""headline"":""[ลดเหลือ 99] Waterproof Phone Pouch ซองกันน้ำ ซองใส่มือถือ ซองโทรศัพท์ ล็อก 3 ชั้น ถ่ายรูปได้ สแกนใบหน้าได้"",""key_fact"":""public listing still shows visible 99 baht floor and commuter-friendly feature claims"",""use_case"":""phone protection for rain commute"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-tmd-heavy-rain-20260605-r8,tmd-heavy-rain-commute-20260605,2026-06-05T14:02:40+07:00,,,,,,,,,,cautious,current TMD forecast still keeps Bangkok thunderstorms and commute rain protection live,"{""source_url"":""https://www.tmd.go.th/weather/weatherthailand"",""published"":""2026-06-05"",""headline"":""กรมอุตุนิยมวิทยา | พยากรณ์อากาศทั่วประเทศ"",""key_fact"":""current daily forecast still shows Bangkok and surrounding areas with thunderstorm risk and some heavy rain"",""use_case"":""commute protection"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-shoe-cover-budget-20260605-r1,shopee-shoe-cover-budget-20260605,2026-06-05T14:02:40+07:00,,,,,,,,,,neutral,current Shopee shoe-cover listing still shows a low-price floor and reusable packable shoe protection,"{""source_url"":""https://shopee.co.th/Shoe-cover-%E0%B8%96%E0%B8%B8%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B8%E0%B8%A1%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B9%89%E0%B8%B2-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%B3-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%A5%E0%B8%B7%E0%B9%88%E0%B8%99-%E0%B8%A7%E0%B8%B1%E0%B8%AA%E0%B8%94%E0%B8%B8%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%97%E0%B9%87%E0%B8%81%E0%B8%8B%E0%B9%8C-%E0%B8%A1%E0%B9%89%E0%B8%A7%E0%B8%99%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%9A%E0%B8%9E%E0%B8%81%E0%B8%9E%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B8%8B%E0%B9%89%E0%B8%B3%E0%B9%84%E0%B8%94%E0%B9%89%E0%B8%AB%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B9%89%E0%B8%87-%E0%B8%AA%E0%B8%A7%E0%B8%A1%E0%B9%83%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B9%88%E0%B8%B2%E0%B8%A2-i.135486771.41868680628"",""published"":""2026-06-05"",""headline"":""Shoe cover ถุงคลุมรองเท้า กันน้ำ กันฝน พร้อมกันลื่น วัสดุยางลาเท็กซ์ ม้วนเก็บพกพาได้ ใช้ซ้ำได้หลายครั้ง สวมใส่ง่าย"",""key_fact"":""public listing still shows 2 options at ฿19-฿21 and a reusable packable format"",""use_case"":""rainy commute shoe protection"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-shoe-cover-weather-20260605,tmd-heavy-rain-overflow-shoe-cover-20260605,2026-06-05T13:02:22+07:00,,,,,,,,,,cautious,heavy rain and overflow risk keep wet-shoe commute pain visible,"{""source_url"":""https://www.nationthailand.com/news/general/40067037"",""published"":""2026-06-04"",""headline"":""Heavy rain raises overflow risk in low-lying areas, RID warns"",""key_fact"":""heavy accumulated rain and flood-risk warning"",""use_case"":""shoe protection for wet commute"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-shoe-cover-budget-20260605,shopee-shoe-cover-budget-20260605,2026-06-05T13:02:22+07:00,,,,,,,,,,neutral,Shopee shoe-cover listing shows a low-price floor and active shop for rainy-commute shoe protection,"{""source_url"":""https://shopee.co.th/Shoe-cover-%E0%B8%96%E0%B8%B8%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B8%E0%B8%A1%E0%B8%A3%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%97%E0%B9%89%E0%B8%B2-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%99%E0%B9%89%E0%B%B3-%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%9D%E0%B8%99-%E0%B8%9E%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A1%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%A5%E0%B8%B7%E0%B9%88%E0%B8%99-%E0%B8%A7%E0%B8%B1%E0%B8%AA%E0%B8%94%E0%B8%B8%E0%B8%A2%E0%B8%B2%E0%B8%87%E0%B8%A5%E0%B8%B2%E0%B9%80%E0%B8%97%E0%B9%87%E0%B8%81%E0%B8%8B%E0%B9%8C-%E0%B8%A1%E0%B9%89%E0%B8%A7%E0%B8%99%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%9A%E0%B8%9E%E0%B8%81%E0%B8%9E%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%89-%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B8%8B%E0%B9%89%E0%B8%B3%E0%B9%84%E0%B8%94%E0%B9%89%E0%B8%AB%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B8%84%E0%B8%A3%E0%B8%B1%E8%89%E0%B9%89%E0%B8%87-%E0%B8%AA%E0%B8%A7%E0%B8%A1%E0%B9%83%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B9%88%E0%B8%B2%E0%B8%A2-i.135486771.41868680628"",""published"":""2026-06-05"",""headline"":""Shoe cover ถุงคลุมรองเท้า กันน้ำ กันฝน พร้อมกันลื่น วัสดุยางลาเท็กซ์ ม้วนเก็บพกพาได้ ใช้ซ้ำได้หลายครั้ง สวมใส่ง่าย"",""key_fact"":""public listing shows 2 options at ฿19-฿21 with an active shop and reusable packable shoe-cover format"",""use_case"":""rainy commute shoe protection"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-tmd-heavy-rain-20260605-r9,tmd-heavy-rain-commute-20260605,2026-06-05T15:02:43+07:00,,,,,,,,,,cautious,repeat TMD check still shows Bangkok and vicinity thunderstorm risk plus heavy-rain pockets,"{""source_url"":""https://www.tmd.go.th/weather/weatherthailand"",""published"":""2026-06-05"",""headline"":""กรมอุตุนิยมวิทยา | พยากรณ์อากาศทั่วประเทศ"",""key_fact"":""05 Jun 2026 12:00 bulletin still shows Bangkok and surrounding areas with 60% thunderstorms and some heavy rain; 7-day outlook stays wet"",""use_case"":""commute protection"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-shoe-cover-budget-20260605-r2,shopee-shoe-cover-budget-20260605,2026-06-05T15:02:43+07:00,,,,,,,,,,neutral,repeat Shopee search still shows the low-price shoe-cover floor and reusable packable format,"{""source_url"":""https://shopee.co.th/search?keyword=shoe%20cover"",""published"":""2026-06-05"",""headline"":""Shopee Thailand search for shoe cover"",""key_fact"":""search result still surfaces a live shoe-cover floor around ฿19-฿21 with reusable packable format"",""use_case"":""rainy commute shoe protection"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-tmd-heavy-rain-20260605-r10,tmd-heavy-rain-commute-20260605,2026-06-05T16:03:38+07:00,,,,,,,,,,cautious,current TMD recheck still shows Bangkok and vicinity thunderstorm risk with wet commute timing,"{""source_url"":""https://www.tmd.go.th/weather/weatherthailand"",""published"":""2026-06-05"",""headline"":""กรมอุตุนิยมวิทยา | พยากรณ์อากาศทั่วประเทศ"",""key_fact"":""current live forecast still shows Bangkok and surrounding areas with thunderstorm risk and some heavy rain; 7-day outlook remains wet"",""use_case"":""commute protection"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-shoe-cover-budget-20260605-r3,shopee-shoe-cover-budget-20260605,2026-06-05T16:03:38+07:00,,,,,,,,,,neutral,current Shopee shoe-cover recheck still shows a live low-price floor and reusable packable format,"{""source_url"":""https://shopee.co.th/search?keyword=shoe%20cover"",""published"":""2026-06-05"",""headline"":""Shopee Thailand search for shoe cover"",""key_fact"":""search result still surfaces a live shoe-cover floor around ฿19-฿21 with reusable packable format"",""use_case"":""rainy commute shoe protection"",""observer_agent"":""viral_scout_web""}",viral_scout_web
obs-gt-th-ฮุน-เซน-a0e70e86-20260605180225,gt-th-ฮุน-เซน-a0e70e86,2026-06-05T18:02:25+07:00,,,,,,1,1,200+,200+,unknown,keyword trend: ฮุน เซน,"{""title"": ""ฮุน เซน"", ""geo"": ""TH"", ""approx"": ""200+"", ""pub_date"": ""Fri, 5 Jun 2026 03:40:00 -0700"", ""news"": [{""title"": ""นายกฯ มอบ 'สีหศักดิ์' ตัวแทนไทยเข้ากระบวนการ UNCLOS กร้าวปิดประตูคุย JBC-GBC"", ""url"": ""https://www.thaipost.net/hi-light/1008957/"", ""source"": ""Thaipost.net""}, {""title"": ""“อนุทิน” มอบ “สีหศักดิ์” คุย UNCLOS ไม่กังวลกัมพูชาช่วงชิงพื้นที่เวทีโลก"", ""url"": ""https://www.thairath.co.th/news/politic/2937624"", ""source"": ""Thairath.co.th""}, {""title"": ""ไทย-กัมพูชา เห็นต่างเจรจาประนอมภาคบังคับ?"", ""url"": ""https://www.thaipbs.or.th/program/khaoTieng/watch/2s19f845igel"", ""source"": ""Thai PBS""}]}",social_media_scanner_google_trends
obs-gt-th-ศาล-621a34f8-20260605180225,gt-th-ศาล-621a34f8,2026-06-05T18:02:25+07:00,,,,,,2,2,1000+,1000+,unknown,keyword trend: ศาล,"{""title"": ""ศาล"", ""geo"": ""TH"", ""approx"": ""1000+"", ""pub_date"": ""Fri, 5 Jun 2026 02:30:00 -0700"", ""news"": [{""title"": ""“ปกรณ์” ชี้ ศร.เรียกผู้เชี่ยวชาญให้ความเห็นปม พ.ร.ก.กู้เงินเป็นเรื่องปกติ"", ""url"": ""https://www.thaipbs.or.th/news/content/506716"", ""source"": ""Thai PBS""}, {""title"": ""“ธนกร” แนะวงเงินกู้ 2 แสนล้านสำหรับลงทุนด้านเปลี่ยนผ่านพลังงาน ต้องโปร่งใส คุ้มค่า"", ""url"": ""https://www.thairath.co.th/news/politic/2937459"", ""source"": ""Thairath.co.th""}, {""title"": ""อภิสิทธิ์ จี้ทบทวนใหม่ เงื่อนไขบัตรคนจน ตัดสิทธิพ่อแม่ ชี้ รัฐเข้มงวดผิดทาง"", ""url"": ""https://news.ch7.com/detail/877304"", ""source"": ""Ch7.com""}]}",social_media_scanner_google_trends
obs-gt-th-ราคาทอง-1-บาท-วันนี้-584ec118-20260605180225,gt-th-ราคาทอง-1-บาท-วันนี้-584ec118,2026-06-05T18:02:25+07:00,,,,,,3,3,5000+,5000+,unknown,keyword trend: ราคาทอง 1 บาท วันนี้,"{""title"": ""ราคาทอง 1 บาท วันนี้"", ""geo"": ""TH"", ""approx"": ""5000+"", ""pub_date"": ""Fri, 5 Jun 2026 00:30:00 -0700"", ""news"": [{""title"": ""ราคาทอง 1 บาทวันนี้ 5 มิถุนายน 2569 อัปเดตล่าสุด ทองคำแท่ง-ทองรูปพรรณ ขยับกี่บาท"", ""url"": ""https://www.thairath.co.th/news/society/2937521"", ""source"": ""Thairath.co.th""}, {""title"": ""ทองคำปิดตลาดขยับขึ้น 100 บาท ลุ้นผลเจรจาตะวันออกกลาง-ข้อมูลแรงงานสหรัฐฯ | การเงินธนาคาร"", ""url"": ""https://today.line.me/th/v3/article/7N1MV8P"", ""source"": ""LINE TODAY""}, {""title"": ""ราคาทองเปิดตลาด ราคาทองปรับลง 250 ขายออกที่บาทละ 68,850 บาท"", ""url"": ""https://news.ch7.com/detail/877229"", ""source"": ""Ch7.com""}]}",social_media_scanner_google_trends
obs-gt-th-การเมือง-9c2c1b5f-20260605180225,gt-th-การเมือง-9c2c1b5f,2026-06-05T18:02:25+07:00,,,,,,4,4,5000+,5000+,unknown,keyword trend: การเมือง,"{""title"": ""การเมือง"", ""geo"": ""TH"", ""approx"": ""5000+"", ""pub_date"": ""Thu, 4 Jun 2026 21:20:00 -0700"", ""news"": [{""title"": ""ปลัด ยธ.คาดกระบวนการปล่อยตัว \""ทักษิณ\"" เสร็จสิ้น มิ.ย.นี้"", ""url"": ""https://www.thaipbs.or.th/news/content/506733"", ""source"": ""Thai PBS""}, {""title"": ""“อนุทิน” ชี้ “ทักษิณ” พ้นโทษ ขออย่ากังวลมีอิทธิพลเหนือรัฐบาล พร้อมเชื่อหากคิดวางมือการเมือง"", ""url"": ""https://www.thairath.co.th/news/politic/2937607"", ""source"": ""Thairath.co.th""}, {""title"": ""อดีตนายกฯอิ๊งค์ เผยไทม์ไลน์ “คุณพ่อทักษิณ” หลังได้รับอิสรภาพ"", ""url"": ""https://www.nationtv.tv/news/politics/378978353"", ""source"": ""เนชั่นทีวี สถานีข่าว 24 ชั่วโมง""}]}",social_media_scanner_google_trends
obs-gt-th-scratch-ffdf8c66-20260605180225,gt-th-scratch-ffdf8c66,2026-06-05T18:02:25+07:00,,,,,,5,5,1000+,1000+,unknown,keyword trend: scratch,"{""title"": ""scratch"", ""geo"": ""TH"", ""approx"": ""1000+"", ""pub_date"": ""Thu, 4 Jun 2026 20:20:00 -0700"", ""news"": [{""title"": ""Hoosier Lottery pulls Space Invaders scratch-off over ‘technical issue’"", ""url"": ""https://fox59.com/indiana-news/hoosier-lottery-pulls-space-invaders-scratch-off-over-technical-issue/"", ""source"": ""Fox 59""}, {""title"": ""Scratch-off players thought they won big. There was a 'technical issue'"", ""url"": ""https://www.usatoday.com/story/money/lottery/2026/06/03/hoosier-lottery-space-invaders-scratch-off-prize-confusion/90388215007/"", ""source"": ""USA Today""}, {""title"": ""Hoosier Lottery pauses Space Invaders Scratch-off due to 'technical issues'"", ""url"": ""https://wsbt.com/news/local/hoosier-lottery-pauses-space-invaders-scratch-off-technical-issue-winner-ticket-scan-issue-complaint-indiana"", ""source"": ""WSBT""}]}",social_media_scanner_google_trends
obs-gt-th-เม็กซิโก-พบ-เซอร์เบีย-f215860c-20260605180225,gt-th-เม็กซิโก-พบ-เซอร์เบีย-f215860c,2026-06-05T18:02:25+07:00,,,,,,6,6,500+,500+,unknown,keyword trend: เม็กซิโก พบ เซอร์เบีย,"{""title"": ""เม็กซิโก พบ เซอร์เบีย"", ""geo"": ""TH"", ""approx"": ""500+"", ""pub_date"": ""Thu, 4 Jun 2026 18:50:00 -0700"", ""news"": [{""title"": ""Mexico earn dominant 5-1 victory in World Cup sendoff match"", ""url"": ""https://www.espn.com/soccer/story/_/id/48971934/mexico-earn-dominant-5-1-victory-world-cup-sendoff-match"", ""source"": ""ESPN""}, {""title"": ""Mexico vs Serbia: Friendlies stats & head-to-head"", ""url"": ""https://www.bbc.com/sport/football/live/cx21z2l1213t"", ""source"": ""BBC""}, {""title"": ""How to watch today's Mexico vs Serbia Friendly game for FREE: Live stream, TV channel, and start time"", ""url"": ""https://www.goal.com/en-us/news/live-stream-online-tv-where-to-watch-mexico-v-serbia/blt6984146bda3f83de"", ""source"": ""Goal.com""}]}",social_media_scanner_google_trends
obs-gt-th-บางจาก-คอร์ปอเรชั่น-aa76bca3-20260605180225,gt-th-บางจาก-คอร์ปอเรชั่น-aa76bca3,2026-06-05T18:02:25+07:00,,,,,,7,7,100+,100+,unknown,keyword trend: บางจาก คอร์ปอเรชั่น,"{""title"": ""บางจาก คอร์ปอเรชั่น"", ""geo"": ""TH"", ""approx"": ""100+"", ""pub_date"": ""Thu, 4 Jun 2026 16:10:00 -0700"", ""news"": [{""title"": ""กลุ่มบริษัทบางจาก ร่วมขับเคลื่อน โครงการแสงนำใจไทยทั้งชาติ เดิน วิ่ง ปั่น ป้องกันอัมพาต ครั้งที่ 12 เฉลิมพระเกียรติ"", ""url"": ""https://www.newswit.com/th/ies01wrge2o3hfqjw0i7lnrsvag2kjx3"", ""source"": ""newswit""}, {""title"": ""กลุ่มบริษัทบางจาก ร่วมขับเคลื่อน โครงการแสงนำใจไทยทั้งชาติ เดิน วิ่ง ปั่น ป้องกันอัมพาต ครั้งที่ 12 เฉลิมพระเกียรติ"", ""url"": ""https://www.thaipr.net/general/3727715"", ""source"": ""ThaiPR.NET""}, {""title"": ""อัปเดตราคาน้ำมันล่าสุด 5 มิ.ย. สำรวจราคาเบนซิน-ดีเซล | The Better"", ""url"": ""https://today.line.me/th/v3/article/VxKZ5RR"", ""source"": ""LINE TODAY""}]}",social_media_scanner_google_trends
obs-gt-th-สภาพอากาศวันนี้-24bb778a-20260605180225,gt-th-สภาพอากาศวันนี้-24bb778a,2026-06-05T18:02:25+07:00,,,,,,8,8,200+,200+,unknown,keyword trend: สภาพอากาศวันนี้,"{""title"": ""สภาพอากาศวันนี้"", ""geo"": ""TH"", ""approx"": ""200+"", ""pub_date"": ""Thu, 4 Jun 2026 16:00:00 -0700"", ""news"": [{""title"": ""มรสุมพาดผ่านฝนตกหนักถึงหนักมากบางพื้นที่ ร้อยละ 70 | The Better"", ""url"": ""https://today.line.me/th/v3/article/x2W1YB8"", ""source"": ""LINE TODAY""}, {""title"": ""พบกลุ่มฝนเล็กน้อยถึงปานกลางที่ จ.ปทุมธานี"", ""url"": ""https://mgronline.com/uptodate/detail/9690000052703"", ""source"": ""ผู้จัดการออนไลน์""}, {""title"": ""พายุฝนถล่มเชียงใหม่ ลมกระโชกซัดเสาไฟ ต้นไม้โค่นทับบ้านเรือน รถพังเสียหายยับ!"", ""url"": ""https://www.dailynews.co.th/news/5916910/"", ""source"": ""เดลินิวส์""}]}",social_media_scanner_google_trends
obs-gt-th-lpga-3752fbe7-20260605180225,gt-th-lpga-3752fbe7,2026-06-05T18:02:25+07:00,,,,,,9,9,200+,200+,unknown,keyword trend: lpga,"{""title"": ""lpga"", ""geo"": ""TH"", ""approx"": ""200+"", ""pub_date"": ""Thu, 4 Jun 2026 15:40:00 -0700"", ""news"": [{""title"": ""สรุปผลกอล์ฟ LPGA: โปรแพตตี้ ปภังกร รั้งที่ 8 ร่วม \""จีโน่\""+2 เปิดฉากยูเอส วีเมนส์ โอเพ่น"", ""url"": ""https://www.siamsport.co.th/other-sports/golf/104711/"", ""source"": ""Siamsport""}, {""title"": ""\""โปรแพตตี\"" รั้งที่ 8 สวิงเมเจอร์-\""โปรจีโน่\"" เครื่องยังไม่ร้อน"", ""url"": ""https://www.dailynews.co.th/news/5920174/"", ""source"": ""เดลินิวส์""}, {""title"": ""แพ็ตตี้ประเดิมลบ 2 ที่ 7 ร่วม รอบแรก เมเจอร์ ยูเอส วีเมนส์ โอเพ่น"", ""url"": ""https://www.matichon.co.th/sport/golf/news_5748220"", ""source"": ""Matichon Online""}]}",social_media_scanner_google_trends
obs-gt-th-หวยพัฒนา-85ee42cc-20260605180225,gt-th-หวยพัฒนา-85ee42cc,2026-06-05T18:02:25+07:00,,,,,,10,10,1000+,1000+,unknown,keyword trend: หวยพัฒนา,"{""title"": ""หวยพัฒนา"", ""geo"": ""TH"", ""approx"": ""1000+"", ""pub_date"": ""Thu, 4 Jun 2026 15:00:00 -0700"", ""news"": [{""title"": ""หวยลาววันนี้ 5 มิถุนายน 2569 ผลหวยลาววันนี้ ตรวจผลหวยลาวพัฒนา"", ""url"": ""https://www.sanook.com/news/9892694/"", ""source"": ""Sanook""}, {""title"": ""หวยลาววันนี้ งวดประจำวันที่ 5 มิถุนายน 2569 ผลหวยพัฒนา ตรวจรางวัล ล่าสุด หวยลาว ออกอะไร | Khaosod"", ""url"": ""https://today.line.me/th/v3/article/609GYwj"", ""source"": ""LINE TODAY""}, {""title"": ""สถิติหวยลาววันพฤหัสบดี 04/06/69 หวยลาววันนี้ งวด 4 มิถุนายน 2569"", ""url"": ""https://www.komchadluek.net/lottery/lottery-statistics/617996"", ""source"": ""komchadluek""}]}",social_media_scanner_google_trends
obs-gt-us-melanie-hyer-doral-5dc14684-20260605180225,gt-us-melanie-hyer-doral-5dc14684,2026-06-05T18:02:25+07:00,,,,,,1,1,200+,200+,unknown,keyword trend: melanie hyer doral,"{""title"": ""melanie hyer doral"", ""geo"": ""US"", ""approx"": ""200+"", ""pub_date"": ""Fri, 5 Jun 2026 03:50:00 -0700"", ""news"": [{""title"": ""Father killed daughters and prominent realtor before killing himself, officials say"", ""url"": ""https://www.nbcmiami.com/news/local/doral-isles-murder-suicide-family/3817093/"", ""source"": ""NBC 6 South Florida""}, {""title"": ""Fla. Realtor and Two Daughters Killed by Her Ex-Husband in Apparent Murder-Suicide"", ""url"": ""https://people.com/realtor-ex-daughters-dead-in-apparent-murder-suicide-11990860"", ""source"": ""People.com""}, {""title"": ""Florida dad killed daughters and prominent realtor before killing himself, officials confirm"", ""url"": ""https://nypost.com/2026/06/05/us-news/flordia-father-ryan-charles-whiten-murdered-daughters-and-prominent-realtor-before-killing-himself-officials-confirm/"", ""source"": ""New York Post""}]}",social_media_scanner_google_trends
obs-gt-us-england-vs-new-zealand-b972350b-20260605180225,gt-us-england-vs-new-zealand-b972350b,2026-06-05T18:02:25+07:00,,,,,,2,2,200+,200+,unknown,keyword trend: england vs new zealand,"{""title"": ""england vs new zealand"", ""geo"": ""US"", ""approx"": ""200+"", ""pub_date"": ""Fri, 5 Jun 2026 03:50:00 -0700"", ""news"": [{""title"": ""England vs New Zealand: Ollie Robinson's road to redemption has perfect start at Lord's"", ""url"": ""https://www.bbc.com/sport/cricket/articles/cevpvx108l9o"", ""source"": ""BBC""}, {""title"": ""England v New Zealand: first men’s cricket Test, day two – live"", ""url"": ""https://www.theguardian.com/sport/live/2026/jun/05/england-v-new-zealand-first-mens-cricket-test-day-two-live"", ""source"": ""The Guardian""}, {""title"": ""Score summary - England vs New Zealand, first Test, Lord's"", ""url"": ""https://www.skysports.com/cricket/news/12040/13550856/england-vs-new-zealand-ollie-robinson-bags-three-wickets-in-over-as-test-summer-begins-in-breathless-fashion-at-lords"", ""source"": ""Sky Sports""}]}",social_media_scanner_google_trends
obs-gt-us-taylah-preston-bdfc6139-20260605180225,gt-us-taylah-preston-bdfc6139,2026-06-05T18:02:25+07:00,,,,,,3,3,100+,100+,unknown,keyword trend: taylah preston,"{""title"": ""taylah preston"", ""geo"": ""US"", ""approx"": ""100+"", ""pub_date"": ""Fri, 5 Jun 2026 03:50:00 -0700"", ""news"": [{""title"": ""Taylah Preston vs Ashlyn Krueger Prediction & Picks - WTA 125K Birmingham, Great Britain Women Singles"", ""url"": ""https://www.sportytrader.com/us/picks/taylah-preston-ashlyn-krueger-353188/"", ""source"": ""SportyTrader""}]}",social_media_scanner_google_trends
